ACK_ID,ROW_ORDER,PROVIDER_ELIGIBLE_NAME,PROVIDER_ELIGIBLE_EIN,PROVIDER_ELIGIBLE_US_ADDRESS1,PROVIDER_ELIGIBLE_US_ADDRESS2,PROVIDER_ELIGIBLE_US_CITY,PROVIDER_ELIGIBLE_US_STATE,PROVIDER_ELIGIBLE_US_ZIP,PROV_ELIGIBLE_FOREIGN_ADDRESS1,PROV_ELIGIBLE_FOREIGN_ADDRESS2,PROV_ELIGIBLE_FOREIGN_CITY,PROV_ELIGIBLE_FOREIGN_PROV_ST,PROV_ELIGIBLE_FOREIGN_CNTRY,PROV_ELIGIBLE_FOREIGN_POST_CD
"20150821150115P030007234909001",9,"NUVEEN INVESTMENTS",,"333 W. WACKER DR",,"CHICAGO","IL","60606",,,,,,
"20150821150115P030007234909001",10,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150821150115P030007234909001",11,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150821150115P030007234909001",12,"THORNBURG SECURITIES CORPORATION",,"2300 NORTH RIDGETOP RD.",,"SANTA FE","NM","87506",,,,,,
"20150821150734P030023741489001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150821151029P040023790529001",1,"FIDELITY MANAGEMENT & RESEARCH COMP",,"82 DEVONSHIRE STREET",,"BOSTON","MA","02109",,,,,,
"20150821151029P040023790529001",2,"THE VANGUARD GROUP, INC.",,"PO BOX 2600",,"VALLEY FORGE","PA","194822600",,,,,,
"20150821151029P040023790529001",3,"DEUTSCHE INVESTMENT MANAGEMENT AMER",,"222 SOUTH RIVERSIDE PLAZA",,"CHICAGO","IL","606065808",,,,,,
"20150821151029P040023790529001",4,"OPPENHEIMER FUNDS, INC.",,"PO BOX 5270",,"DENVER","CO","802175270",,,,,,
"20150821151029P040023790529001",5,"AMERICAN CENTURY INVESTMENT MANAGEM",,"PO BOX 419786",,"KANSAS CITY","MO","641416786",,,,,,
"20150821151029P040023790529001",6,"CALVERT INVESTMENT MANAGEMENT, INC.",,"4550 MONTGOMERY AVENUE, SUITE 1000N",,"BETHESDA","MD","20814",,,,,,
"20150821151029P040023790529001",7,"CAPITAL RESEARCH AND MANAGEMENT COM",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150821151029P040023790529001",8,"PIMCO",,"840 NEWPORT CENTER DRIVE",,"NEWPORT BEACH","CA","92660",,,,,,
"20150821151029P040023790529001",9,"T. ROWE PRICE ASSOCIATES, INC.",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150821151330P030018787127001",1,"RETIREMENT HORIZONS INC.",,"2201 TIMBERLOCH PLACE","SUITE 150","THE WOODLANDS","TX","77380",,,,,,
"20150821151330P030018787127001",2,"MAXWELL, LOCKE & RITTER, LLP",,"401 CONGRESS AVE.","SUITE 1100","AUSTIN","TX","78701",,,,,,
"20150821152041P040023811761001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821153501P030023785633001",1,"ING","710294708",,,,,,,,,,,
"20150821154423P040006271341001",1,"AMERICAN UNITED LIFE INSURANCE CO","350145825",,,,,,,,,,,
"20150821155002P040019096919001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821155439P040019107415001",1,"FIRST MERCANTILE TRUST","621549435","57 GERMANTOWN COURT","FOURTH FLOOR","CORDOVA","TN","38018",,,,,,
"20150821155514P040019108935001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150821160055P030007243165001",1,"NATIONWIDE",,"ONE NATIONWIDE PLAZA",,"COLUMBUS","OH","43215",,,,,,
"20150821161455P030023853921001",1,"CHARLES SCHWAB BANK","421558009","211 MAIN ST, 14TH FLOOR",,"SAN FRANCISCO","CA","941051965",,,,,,
"20150821161455P030023853921001",2,"NORTHWEST PLAN SERVICES, INC.","912090931","5446 CALIFORNIA AVE SW, STE 200",,"SEATTLE","WA","981361513",,,,,,
"20150821163408P040023914577001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821164043P040019174487001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821164302P040019178823001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150821164520P030023910225001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821171358P040023964945001",1,"MASSACHUSETTS MUTUAL LIFE INS CO","041590850",,,,,,,,,,,
"20150821172106P040023978017001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150821183447P040019313543001",1,"VALIC","741625348",,,,,,,,,,,
"20150821183447P040019313543001",2,"TIAA-CREF","131624203",,,,,,,,,,,
"20150821190459P040019365927001",1,"MORGAN STANLEY",,"805 BROADWAY","STE 2300","PORTLAND","OR","97205",,,,,,
"20150821190629P040024128385001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,
"20150822125425P040020671111001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150823060100P040021602855001",1,"TRANSAMERICA RETIREMENT SOLUTIONS","133689044",,,,,,,,,,,
"20150823142611P040022061687001",1,"JOHN HANCOCK LIFE INSURANCE COMPANY","010233346",,,,,,,,,,,
"20150823171508P040027933489001",1,"VANGUARD","231945390",,,,,,,,,,,
"20150824075507P040007590413001",1,"MERCER TRUST COMPANY",,"INVESTORS WAY",,"NORWOOD","MA","02062",,,,,,
"20150824075941P040023008279001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,
"20150824080323P040023010807001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824081135P030022944631001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824081246P030028340513001",1,"JOHN HANCOCK LIFE INSURANCE CO.","010233346",,,,,,,,,,,
"20150824082148P040023030759001",1,"CHARLES SCHWAB & CO. INC. AND AFFIL","941737782",,,,,,,,,,,
"20150824082158P040023031079001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824084006P030008800077001",1,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150824084006P030008800077001",2,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150824084006P030008800077001",3,"FIDELITY DISTRIBUTORS CORP.",,"500 SALEM STREET","MAIL ZONE O3N","SMITHFIELD","RI","02917",,,,,,
"20150824084006P030008800077001",4,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150824084006P030008800077001",5,"GOLDMAN SACHS",,"71 SOUTH WACKER DRIVE","SUITE 500","CHICAGO","IL","60606",,,,,,
"20150824084006P030008800077001",6,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150824084006P030008800077001",7,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150824084006P030008800077001",8,"PRUDENTIAL INVESTMENTS LLC","223468527",,,,,,,,,,,
"20150824084006P030008800077001",9,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150824084006P030008800077001",10,"THORNBURG SECURITIES CORPORATION",,"2300 NORTH RIDGETOP RD.",,"SANTA FE","NM","87506",,,,,,
"20150824084006P030008800077001",11,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150824084327P030008800701001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824084626P030022979015001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824084626P030022979015001",2,"PUTNAM FIDUCIARY TRUST COMPANY","043159710",,,,,,,,,,,
"20150824090222P040029011969001",1,"CHARLES SCHWAB & CO. INC.","941737782",,,,,,,,,,,
"20150824090222P040029011969001",2,"VANGUARD GROUP, INC.","231945930",,,,,,,,,,,
"20150824090334P030023009207001",1,"PUTNAM ADVISORY COMPANY, LLC","043543039",,,,,,,,,,,
"20150824090334P030023009207001",2,"THE NORTHERN TRUST COMPANY","361561860",,,,,,,,,,,
"20150824090825P030008805405003",1,"ALERUS FINANCIAL","450140105","401 DEMERS AVE.",,"GRAND FORKS","ND","58201",,,,,,
"20150824092455P030008809197001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824092505P030008809213001",1,"STANCORP FINANCIAL GROUP","931253576",,,,,,,,,,,
"20150824093015P030008812045001",1,"MERRILL LYNCH","135674085",,,,,,,,,,,
"20150824094455P040023129319001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824094947P040029058113001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824095400P030028483153001",1,"AMERICAN FUNDS","951411037","3500 WISEMAN BOULEVARD",,"SAN ANTONIO","TX","78251",,,,,,
"20150824095400P030028483153001",2,"BLACKROCK FUNDS",,"55 EAST 52ND STREET",,"NEW YORK","NY","10055",,,,,,
"20150824095400P030028483153001",3,"JPMORGAN",,"245 PARK AVENUE FLOOR 3",,"NEW YORK","NY","10167",,,,,,
"20150824095400P030028483153001",4,"PRUDENTIAL",,"100 MULBERRY ST","GATEWAY CENTER 3, 6TH FLOOR","NEWARK","NJ","07102",,,,,,
"20150824095637P040029067649001",1,"TRANSAMERICA LIFE INSURANCE COMPANY","390989781",,,,,,,,,,,
"20150824100036P040029075329001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824100549P040023161543001",1,"PRUDENTIAL RETIREMENT INSURANCE AND","061050034",,,,,,,,,,,
"20150824100843P040023165239001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824101412P040023173591001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824101911P030023084711001",1,"AMERIPRISE FINANCIAL SERVICES",,"50082 AMERIPRISE FINANCIAL CTR",,"MINNEAPOLIS","MN","55474",,,,,,
"20150824102237P040023187895003",1,"KINGSGATE SOLUTIONS LLC","421446374","130 N 25TH ST",,"FT DODGE","IA","50501",,,,,,
"20150824102237P040023187895004",1,"KINGSGATE SOLUTIONS LLC","421446374","130 N 25TH ST",,"FT DODGE","IA","50501",,,,,,
"20150824102544P030023088295001",1,"AMERICAN UNITED LIFE INSURANCE CO","350145825",,,,,,,,,,,
"20150824103003P030028538641001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824104154P040023230359001",1,"TRANSAMERICA RETIREMENT SOLUTIONS","133689044",,,,,,,,,,,
"20150824104154P040023230359001",2,"THE PRUDENTIAL INS CO OF AMERICA","221211670",,,,,,,,,,,
"20150824104154P040023230359001",3,"TIAA","131624203",,,,,,,,,,,
"20150824104231P030023098871001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824104414P040023235655002",1,"TRANSAMERICA RETIREMENT SOLUTIONS","133689044",,,,,,,,,,,
"20150824104501P030023100823001",1,"AMERICAN HEALTH HOLDING","311368946","PO BOX 6016",,"WORTHINGTON","OH","43085",,,,,,
"20150824104501P030023100823001",2,"EXCELSIOR COMPANIES",,"23505 SMITHTOWN ROAD",,"EXCELSIOR","MN","55331",,,,,,
"20150824104501P030023100823001",3,"HEALTHEOS BY MULTIPLAN","391634080","PO BOX 29940",,"NEW YORK","NY","10087",,,,,,
"20150824104501P030023100823001",4,"PREMIERE HEALTHCARE EXCHANGE","861040704","2 CROSSROADS DRIVE",,"BEDMINSTER","NJ","07921",,,,,,
"20150824104523P030023101383001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824104912P030008896397001",1,"BENEFIT PLANS ADMIN SERVICES, INC.","161503696",,,,,,,,,,,
"20150824104912P030008896397001",2,"ALTA TRUST",,"10375 PARK MEADOWS DR","SUITE 525","LONE TREE","CO","80124",,,,,,
"20150824104912P030008896397001",3,"AMERICAN CENTURY INVESTMENT MANAGEM",,"P.O. BOX 418210",,"KANSAS CITY","MO","641419210",,,,,,
"20150824104912P030008896397001",4,"AMERICAN FUNDS SERVICE COMPANY",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150824104912P030008896397001",5,"BLACKROCK FUNDS, INC.",,"100 BELLEVUE PARKWAY",,"WILMINGTON","DE","19809",,,,,,
"20150824104912P030008896397001",6,"BUFFALO FUNDS",,"615 E. MICHIGAN STREET",,"MILWAUKEE","WI","53202",,,,,,
"20150824104912P030008896397001",7,"DAVIS SELECTED ADVISERS, LP",,"2949 E. ELVIRA ROAD","SUITE 101","TUCSON","AZ","85706",,,,,,
"20150824104912P030008896397001",8,"FEDERATED SERVICES COMPANY",,"1001 LIBERTY AVENUE",,"PITTSBURGH","PA","152223779",,,,,,
"20150824104912P030008896397001",9,"FORWARD",,"101 CALIFORNIA STREET, 16TH FLOOR",,"SAN FRANCISCO","CA","94111",,,,,,
"20150824104912P030008896397001",10,"FRANKLIN TEMPLETON FUNDS",,"2000 ALAMEDA DE LAS PULGA","2ND FLOOR","SAN MATEO","CA","94402",,,,,,
"20150824104912P030008896397001",11,"GOLDMAN SACHS ASSET MANAGEMENT",,"32 OLD SLIP","17TH FLOOR","NEW YORK","NY","10005",,,,,,
"20150824104912P030008896397001",12,"GRANDS/INVESTMENT MANAGERS",,"803 WEST MICHIGAN STREET",,"MILWAUKEE","WI","53233",,,,,,
"20150824104912P030008896397001",13,"HEARTLAND ADVISORS",,"1290 BROADWAY STREET","SUITE 1100","DENVER","CO","80203",,,,,,
"20150824104912P030008896397001",14,"MAIRS AND POWER",,"332 MINNESOTA STREET","SUITE W 1520 FIRST NATION","ST. PAUL","MN","55101",,,,,,
"20150824104912P030008896397001",15,"PIMCO",,"1633 BROADWAY",,"NEW YORK","NY","10019",,,,,,
"20150824104912P030008896397001",16,"PRINCIPAL FUNDS DISTRIBUTOR INC.",,"1100 INVESTMENT BLVD","SUITE 200","EL DORADO HILLS","CA","95762",,,,,,
"20150824104912P030008896397001",17,"TORTOISE CAPITAL ADVISORS, L.L.C.",,"11550 ASH STREET, SUITE 300",,"LEAWOOD","KS","66211",,,,,,
"20150824104912P030008896397001",18,"VANGUARD GROUP",,"100 VANGUARD BLVD.","A22","MALVERN","PA","19355",,,,,,
"20150824110234P030008907261002",1,"TIAA","131624203","730 THIRD AVENUE",,"NEW YORK","NY","100173206",,,,,,
"20150824110234P030008907261003",1,"TIAA TEACHERS INS. AND ANNUITY ASS.","131624203","730 THIRD AVE.",,"NEW YORK","NY","100173206",,,,,,
"20150824110234P030008907261003",2,"CREF-TIAA-CREF INVESTMENT MGT., LLC","133586142","730 THIRD AVE.",,"NEW YORK","NY","100173206",,,,,,
"20150824110258P030008907517001",1,"AMERICAN UNITED LIFE INSURANCE CO","350145825",,,,,,,,,,,
"20150824110300P040007690637001",1,"PRINCIPAL LIFE INSURANCE COMPANY","420127290",,,,,,,,,,,
"20150824110741P030028601665001",1,"CHARLES SCHWAB & CO. INC. AND AFFIL","941737782",,,,,,,,,,,
"20150824111019P040007691805001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824111728P030028623761001",1,"VANGUARD","231945930",,,,,,,,,,,
"20150824111728P030028623761001",2,"ALLIANZ","061349805",,,,,,,,,,,
"20150824112044P040023305751001",1,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150824112044P040023305751001",2,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150824112044P040023305751001",3,"COLUMBIA",,"ONE FINANCIAL CENTER","MA5-515-14-01","BOSTON","MA","02111",,,,,,
"20150824112044P040023305751001",4,"FIDELITY DISTRIBUTORS CORP.",,"500 SALEM STREET","MAIL ZONE O3N","SMITHFIELD","RI","02917",,,,,,
"20150824112044P040023305751001",5,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150824112044P040023305751001",6,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150824112044P040023305751001",7,"J.P. MORGAN INVESTMENT MANAGEMENT I","133200244",,,,,,,,,,,
"20150824112044P040023305751001",8,"NEUBERGER BERMAN",,"605 THIRD AVENUE","3RD FLOOR","NEW YORK","NY","10158",,,,,,
"20150824112044P040023305751001",9,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150824112044P040023305751001",10,"PRUDENTIAL INVESTMENTS LLC","223468527",,,,,,,,,,,
"20150824112044P040023305751001",11,"PUTNAM RETAIL MANAGEMENT",,"ONE POST OFFICE SQUARE",,"BOSTON","MA","02109",,,,,,
"20150824112044P040023305751001",12,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150824112044P040023305751001",13,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150824112253P030028637409001",1,"HEFREN-TILLOTSON, INC.",,"308 SEVENTH AVE",,"PITTSBURGH","PA","15222",,,,,,
"20150824112425P030028639585001",1,"CHARLES SCHWAB INVESTMENT MGMT INC.","943106735",,,,,,,,,,,
"20150824113334P030028654641001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,
"20150824114758P040023337127001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824120305P030008921165001",1,"BB&T INSTITUTIONAL SERVICES","560939887",,,,,,,,,,,
"20150824120618P040023357783001",1,"COHEN & STEERS CAPITAL MANAGEMENT",,"280 PARK AVENUE - 10TH FLOOR",,"NEW YORK","NY","10017",,,,,,
"20150824120618P040023357783001",2,"COLUMBIA",,"ONE FINANCIAL CENTER","MA5-515-14-01","BOSTON","MA","02111",,,,,,
"20150824120618P040023357783001",3,"DAVIS DISTRIBUTORS, LLC","850360310",,,,,,,,,,,
"20150824120618P040023357783001",4,"DELAWARE INVESTMENTS",,"2005 MARKET STREET",,"PHILADELPHIA","PA","19103",,,,,,
"20150824120618P040023357783001",5,"FEDERATED SECURITIES CORP.",,"5800 CORPORATE DRIVE","2ND FLOOR","PITTSBURGH","PA","15237",,,,,,
"20150824120618P040023357783001",6,"FIDELITY DISTRIBUTORS CORP.",,"500 SALEM STREET","MAIL ZONE O3N","SMITHFIELD","RI","02917",,,,,,
"20150824120618P040023357783001",7,"FRANKLIN TEMPLETON DISTRIBUTORS, IN",,"100 FOUNTAIN PARKWAY",,"ST. PETERSBURG","FL","33716",,,,,,
"20150824120618P040023357783001",8,"HARBOR FUNDS DISTRIBUTORS, INC.",,"ONE SEAGATE",,"TOLEDO","OH","43604",,,,,,
"20150824120618P040023357783001",9,"HARTFORD INVESTMENT FINANCIAL SERVI",,"201 HOPMEADOW STREET",,"SIMSBURY","CT","06089",,,,,,
"20150824120618P040023357783001",10,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150824120618P040023357783001",11,"J.P. MORGAN INVESTMENT MANAGEMENT I","133200244",,,,,,,,,,,
"20150824120618P040023357783001",12,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150824120618P040023357783001",13,"MFS FUND DISTRIBUTORS, INC.","042747644",,,,,,,,,,,
"20150824120618P040023357783001",14,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150824120618P040023357783001",15,"PRINCIPAL FUNDS DISTRIBUTOR, INC.",,"1100 INVESTMENT BLVD","STE. 200","EL DORADO HILLS","CA","95762",,,,,,
"20150824120618P040023357783001",16,"PRUDENTIAL INVESTMENTS LLC","223468527",,,,,,,,,,,
"20150824120618P040023357783001",17,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150824120618P040023357783001",18,"WELLS FARGO FUNDS DISTRIBUTOR, LLC",,"525 MARKET STREET","12TH FLOOR","SAN FRANCISO","CA","94105",,,,,,
"20150824122125P040007756125001",1,"PROBENEFITS, INC.","561963273","2640 REYNOLDS ROAD",,"WINSTON-SALEM","NC","27106",,,,,,
"20150824122208P030023179719001",1,"JOHN HANCOCK USA","010233346",,,,,,,,,,,
"20150824122332P030023182039001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824122718P030028763281001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824122816P030028765249001",1,"U.S. BANCORP ASSET MANAGEMENT","412003732",,,,,,,,,,,
"20150824122816P030028765249001",2,"U.S. BANCORP FUND SERVICES, LLC","391939072",,,,,,,,,,,
"20150824122816P030028765249001",3,"QUASAR DISTRIBUTORS, LLC","391982827",,,,,,,,,,,
"20150824123725P040023388551001",1,"ALLIANCEBERNSTEIN L.P.","134064930",,,,,,,,,,,
"20150824123725P040023388551001",2,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150824123725P040023388551001",3,"ALLIANZ GLOBAL INVESTORS DISTRIBUTO",,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","NY","10105",,,,,,
"20150824123725P040023388551001",4,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150824123725P040023388551001",5,"FRED ALGER & COMPANY, INCORPORATED","132510833",,,,,,,,,,,
"20150824123725P040023388551001",6,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
"20150824123725P040023388551001",7,"JANUS DISTRIBUTORS, LLC",,"151 DETROIT STREET",,"DENVER","CO","80206",,,,,,
"20150824123725P040023388551001",8,"LORD ABBETT DISTRIBUTOR, LLC",,"90 HUDSON STREET",,"JERSEY CITY","NJ","07032",,,,,,
"20150824123725P040023388551001",9,"OPPENHEIMER FUNDS INC.","132527171",,,,,,,,,,,
"20150824123725P040023388551001",10,"PHOENIX - VIRTUS",,"56 PROSPECT STREET","PO BOX 150480","HARTFORD","CT","06115",,,,,,
"20150824123725P040023388551001",11,"T. ROWE PRICE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150824123725P040023388551001",12,"VICTORY CAPITAL MANAGEMENT","132700161",,,,,,,,,,,
"20150824124023P030028792721001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824124028P030028793041001",1,"NEW YORK LIFE INVESTMENT MANAGEMENT","522206685",,,,,,,,,,,
"20150824124058P040023391783001",1,"CAPITAL RESEARCH & MANAGEMENT CO.","951411037",,,,,,,,,,,
"20150824124255P040023394375001",1,"U.S. BANCORP ASSET MANAGEMENT","412003732",,,,,,,,,,,
"20150824124255P040023394375001",2,"U.S. BANCORP FUND SERVICES, LLC","391939072",,,,,,,,,,,
"20150824124255P040023394375001",3,"QUASAR DISTRIBUTORS, LLC","391982827",,,,,,,,,,,
"20150824124454P040029234641001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824125441P040007790941001",1,"THE VANGUARD GROUP, INC.","231945930",,,,,,,,,,,
"20150824125607P040007792797001",1,"U.S. BANCORP ASSET MANAGEMENT","412003732",,,,,,,,,,,
"20150824125607P040007792797001",2,"U.S. BANCORP FUND SERVICES, LLC","391939072",,,,,,,,,,,
"20150824125607P040007792797001",3,"QUASAR DISTRIBUTORS, LLC","391982827",,,,,,,,,,,
"20150824125651P030028830881001",1,"SOUTH STATE BANK AMERICAN PENSIONS","570219408",,,,,,,,,,,
"20150824125801P030023201143001",1,"TIAA","131624203",,,,,,,,,,,
"20150824130255P040023407303001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824130405P030023205911001",1,"AMERICAN PENSIONS","570219408",,,,,,,,,,,
"20150824131240P040007811005001",1,"PRUDENTIAL RETIREMENT INSURANCE AND","061050034",,,,,,,,,,,
"20150824131812P030023220343001",1,"HPL&S, INC.","362903818","700 BUSSE RD.",,"ELK GROVE VILLAGE","IL","60007",,,,,,
"20150824132114P030023221831001",1,"FIDELITY INVESTMENTS INSTITUTIONAL","042647786",,,,,,,,,,,
"20150824132348P030023223191001",1,"GILSBAR, INC.","720519951","P.O. BOX 998",,"COVINGTON","LA","70434",,,,,,
"20150824132348P030023223191001",2,"LANDRY, HARRIS & COMPANY, INC.","202075174","P.O. BOX 2456",,"LAFAYETTE","LA","705022456",,,,,,
"20150824132502P030028879217001",1,"MASSACHUSETTS MUTUAL LIFE INS CO","041590850","1295 STATE STREET",,"SPRINGFIELD","MA","01111",,,,,,
"20150824132502P030028879217001",2,"AMERICAN FUNDS",,"333 SOUTH HOPE STREET",,"LOS ANGELES","CA","90071",,,,,,
"20150824132502P030028879217001",3,"BLACKROCK BOND",,"40 EAST 52ND STREET",,"NEW YORK","NY","10022",,,,,,
"20150824132502P030028879217001",4,"DREYFUS",,"144 GLENN CURTISS BLVD.",,"UNIONDALE","NY","11556",,,,,,
"20150824132502P030028879217001",5,"FRANKLIN FUNDS",,"PO BOX 997152",,"SACRAMENTO","CA","95899",,,,,,
"20150824132502P030028879217001",6,"INVESCO FUNDS",,"1555 PEACHTREE STREET, N.E.",,"ATLANA","GA","30309",,,,,,
"20150824132502P030028879217001",7,"JP MORGAN",,"277 PARK AVENUE",,"NEW YORK","NY","10172",,,,,,
"20150824132502P030028879217001",8,"PIMCO",,"840 NEWPORT CENTER DRIVE, STE 100",,"NEWPORT BEACH","CA","92660",,,,,,
"20150824132502P030028879217001",9,"PNC",,"620 LIBERTY AVENUE",,"PITTSBURGH","PA","15222",,,,,,
"20150824132502P030028879217001",10,"T. ROWE",,"100 EAST PRATT STREET",,"BALTIMORE","MD","21202",,,,,,
"20150824133206P030028888593001",1,"PIMCO FUNDS","952632339",,,,,,,,,,,
"20150824133206P030028888593001",2,"GOLDMAN SACHS","135108880",,,,,,,,,,,
"20150824133206P030028888593001",3,"INVESCO","582287224",,,,,,,,,,,
"20150824133206P030028888593001",4,"MAINSTAY","522206685",,,,,,,,,,,
"20150824133206P030028888593001",5,"T. ROWE PRICE","522264646",,,,,,,,,,,
"20150824133206P030028888593001",6,"AMERICAN FUNDS","951411037",,,,,,,,,,,
"20150824133651P040023444359001",1,"VOYA RETIREMENT INS & ANNUITY CO","710294708",,,,,,,,,,,
"20150824133716P040029288545001",1,"CHARLES SCHWAB TRUST COMPANY","421558009",,,,,,,,,,,
"20150824133716P040029288545001",2,"CHARLES SCHWAB INVESTMENT MGMT INC.","943106735",,,,,,,,,,,
"20150824133916P040023445639001",1,"ABERDEEN FUND DISTRIBUTORS",,"MELLON BANK CENTER 1735 MARKET STRE","32ND FLOOR","PHILADELPHIA","PA","19103",,,,,,
"20150824133916P040023445639001",2,"ALLIANCEBERNSTEIN L.P.","134064930",,,,,,,,,,,
"20150824133916P040023445639001",3,"BLACKROCK INVESTMENTS, INC.","232784752",,,,,,,,,,,
"20150824133916P040023445639001",4,"CALAMOS ADVISORS LLC","201647533",,,,,,,,,,,
"20150824133916P040023445639001",5,"INVESCO DISTRIBUTORS, INC.","741894784",,,,,,,,,,,
