,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
113,"L&L, LLC",L&L YACHT REFINISHING LLC,2548 NW 79 AVE,Pompano Beach,FL,33063.0,l&l llc,33063,2548,30.0,-80.2311563775,26.2582162,2548.0
114,Solid Ground Concrete Pumping,"Solid Ground Concrete Pumping, Inc.","1073 Willa Springs Road, Ste. 1009",Winter Springs,FL,32708.0,solid ground concrete pumping,32708,1073,10.0,-81.2668849884,28.6444295029,1073.0
115,Benedetto's,"Benedetto's Italia, Inc.",21529 Village Lakes Shopping Ctr. Drive,Lutz,FL,33549.0,benedettos,33549,21529,25.0,-82.4603051545,28.19083064,21529.0
116,The Knife Restaurant (Bayside),Carma Cinco LLC,401 Biscayne Blvd,Miami,FL,33132.0,the knife restaurant (bayside),33132,401,0.0,-80.1882187601,25.7788355511,401.0
117,Keiser College,The Keiser School Inc.,1500 W. Commercial Blvd,Fort Lauderdale,FL,33309.0,keiser college,33309,1500,0.0,-80.1632334414,26.1881687411,1500.0
118,Shoreside Travel / Nekton Diving / John Dixon,Nekton Diving / Stars Travel / Loggerhead,520 SE 32 St,Fort Lauderdale,FL,33316.0,shoreside travel / nekton diving / john dixon,33316,520,20.0,-80.137462297,26.0852576891,520.0
119,Beach Hotel Inc,"Beach Hotel, Inc.",8601 Harding Ave,Miami Beach,FL,33154.0,beach hotel inc,33154,8601,5.0,-80.1221362313,25.8722041126,8701.0
120,"Diversified Maintenance Systems, Inc","Diversified Maintenance Systems, Inc",5110 Eisenhower Blvd,Tampa,FL,33634.0,diversified maintenance systems inc,33634,5110,17.0,-82.5455359739,27.9957278504,5110.0
121,"Alan's Roofing, Inc","Alan's Roofing & Aluminum Construction, Inc",14498 Ponce De Leon Blvd,Brooksville,FL,34601.0,alans roofing inc,34601,14498,10.0,-82.3975472869,28.5574528183,198.0
122,Family Ties Child Development Center,"Family Ties Child Development Center, Inc.",801 Beverly Parkway,Pensacola,FL,32505.0,family ties child development center,32505,801,8.0,-87.2572033645,30.4636395067,801.0
123,Atlacatl Restaurant - 17th Ave.,Atlacatl Restaurant Corporation,466 SW 17th Ave,Miami,FL,33135.0,atlacatl restaurant - 17th ave,33135,466,0.0,-80.22273372,25.7686250549,466.0
124,"Martinez, Pascual",Pascual Martinez,1428 Greenridge Dr,Apopka,FL,32703.0,martinez pascual,32703,1428,10.0,-81.4839190772,28.6669926541,1428.0
125,"Lilly Riley, FLC","Riley Harvesting, Inc.",1996 Mud Hill Road,Chipley,FL,32428.0,lilly riley flc,32428,1996,12.0,-85.593641509,30.6242710177,1896.0
126,"JCG Technologies, Inc","JCG Technologies, Inc",50 S. Belcher Rd,Clearwater,FL,33765.0,jcg technologies inc,33765,50,0.0,-82.7462586942,27.964963441,50.0
127,Rigoberto Meza,Rigoberto Meza Quintero,701 New Market Road,Immokalee,FL,34142.0,rigoberto meza,34142,701,2.0,-81.4244709668,26.4335793107,701.0
128,Phil Smith Chevrolet,Phil Smith Chevrolet,1640 N. State Road 7,Fort Lauderdale,FL,33313.0,phil smith chevrolet,33313,1640,42.0,-80.2027149137,26.1466857718,1640.0
129,Anderson Road Cafe,"Two Guys Cooking, Inc",6002 Anderson Road,Tampa,FL,33624.0,anderson road cafe,33624,6002,15.0,-82.5420021754,28.0421105813,10200.0
130,Holy Hog Barbecue,"Holy Hog Barbecue, Inc.",3501 N. Armenia Avenue,Tampa,FL,33607.0,holy hog barbecue,33607,3501,0.0,-82.4847443533,27.9703611243,3501.0
131,"Tapas Fusion,","Tapas Fusion, LLC",210 E. Ocean Avenue,Lake Worth,FL,33462.0,tapas fusion,33462,210,8.0,-80.0504260403,26.5842824384,210.0
132,Pronto Mowers,Simple Strategies Inc.,8208 205th Place South,Boca Raton,FL,33434.0,pronto mowers,33434,8208,0.0,-80.173554078,26.3706999625,8208.0
133,RTS Waste Service,RTS Waste Service,7401 Wiles Rd,Coral Springs,FL,33065.0,rts waste service,33065,7401,6.0,-80.25032001,26.2869432158,9300.0
134,Fusion Industries,"Fusion Industries, LLC",16710 Gator Rd.,Fort Myers,FL,33912.0,fusion industries,33912,16710,0.0,-81.8253851286,26.4991140889,16710.0
135,Ferrell & Associates,"Ferrell & Associates, Inc.","843 Pinewood Way, SW",Live Oak,FL,32064.0,ferrell & associates,32064,843,0.0,-82.9971300739,30.2830064568,843.0
136,Cognition Systems LLC,Cogniition Systems LLC,349 NW 153rd AVe,Pembroke Pines,FL,33028.0,cognition systems llc,33028,349,4.0,-80.3480367063,26.0089629253,349.0
137,Harris,Harris Corporation,1025 W. Nassa Blvd,Melbourne,FL,32919.0,harris,32919,1025,12.0,-80.6363298627,28.0925684857,1025.0
138,Command Security Corporation,Command Security Corporation,"5775 Blue Lagoon Drive, Suite 310",Miami,FL,33126.0,command security corporation,33126,5775,0.0,-80.2899593953,25.7821892957,5775.0
139,Majestic International,"Majestic International Group, Inc.","168 SE 1st St, Suite 501",Miami,FL,33131.0,majestic international,33131,168,0.0,-80.1906951781,25.7732940185,168.0
140,Howard Johnson,TRISHUL INC,81 Commerce Blvd,Midway,FL,32343.0,howard johnson,32343,81,0.0,-84.4273612016,30.493207103,81.0
141,Barbara Coffee,Barbara Coffee,1248 Arlington Place,Winter Park,FL,32789.0,barbara coffee,32789,1248,0.0,-81.3551967019,28.5872251947,1248.0
142,"Northwest Florida Facilities Management, Inc.","Northwest Florida Facilities Management, Inc.",137 Eglin Parkway SE,Fort Walton Beach,FL,32548.0,northwest florida facilities management inc,32548,137,2.0,-86.606268692,30.4053050356,137.0
143,"By Driver, Inc.",By Driver Inc,"8617 E. Colonial Drive, Ste. 1500",Orlando,FL,32817.0,by driver inc,32817,8617,15.0,-81.2507640369,28.5685355105,9701.0
144,City of Gulf Breeze,City of Gulf Breeze,311 Fairpoint Dr.,Gulf Breeze,FL,32561.0,city of gulf breeze,32561,311,0.0,-87.1812931619,30.3606341856,311.0
145,Gilmer Noe Pacheco-Perez (GNP) FLC,Gilmer Noe Pacheco-Perez (GNP) FLC,27208 NW 62nd,High Springs,FL,32643.0,gilmer noe pacheco-perez (gnp) flc,32643,27208,15.0,-82.6318775234,29.7123015721,27208.0
146,MSI Commercial,"MSI, Inc.",3020 Hartley Rd Ste 100,Jacksonville,FL,32257.0,msi commercial,32257,3020,0.0,-81.6301482049,30.1855087035,3020.0
147,Familia Group Home,"Familia Group Home, Inc.",17883 SW 155 Court,Miami,FL,33187.0,familia group home,33187,17883,31.0,-80.4443681603,25.600337533,17883.0
148,"CLP Resources, Inc.","True Blue, Inc","4311 W Waters Ave., Ste 310",Tampa,FL,33614.0,clp resources inc,33614,4311,13.0,-82.5157904782,28.0255292481,4311.0
149,"Martinez & Sons Trucking, Inc.","Martinez & Sons Trucking, Inc.",2350 Hookers Point Road,Clewiston,FL,33440.0,martinez & sons trucking inc,33440,2350,0.0,-80.8969710129,26.7345628386,2350.0
150,Palm Tran,"Palm Tran, Inc.",3201 Electronics Way,West Palm Beach,FL,33417.0,palm tran,33417,3201,1.0,-80.0661101265,26.7429397292,3201.0
151,Daniel Johnston,Daniel C. Johnston,4 Kansas Place,Palm Coast,FL,32164.0,daniel johnston,32164,4,15.0,-81.2372450992,29.4423612013,4.0
152,Hyatt Regency Bonaventure,"Bonaventure Hotel Associates, LTD",250 Racquet Club Drive,Weston,FL,33326.0,hyatt regency bonaventure,33326,250,10.0,-80.3819914064,26.125652241,250.0
153,T.G. Russell Inc.,"Russell, Timothy",274 Bermuda Beach Drive,Fort Pierce,FL,34949.0,tg russell inc,34949,274,0.0,-80.3044516179,27.4875043938,274.0
154,Body Shop,Body Shop of America Inc.,5100 N 9th Av,Pensacola,FL,32504.0,body shop,32504,5100,0.0,-87.2121516351,30.4732986708,5100.0
155,Venice Regional Bayfront Health,"Venice HMA, LLC",540 The Rialto,Venice,FL,34285.0,venice regional bayfront health,34285,540,0.0,-82.4444504684,27.0917942949,540.0
156,Nanak's Landscaping,"Nanak's Landscaping, Inc.","10719 100th St, South",Boynton Beach,FL,33437.0,nanaks landscaping,33437,10719,16.0,-80.2083429493,26.5280588886,10719.0
157,Joe Allen,"Joe Allen Miami Beach, LLC",1787 Purdy Ave,Miami Beach,FL,33139.0,joe allen,33139,1787,0.0,-80.1442869945,25.7933117764,1787.0
158,Nexxt Cafe,Boce Group LC,700 Lincoln Rd,Miami Beach,FL,33139.0,nexxt cafe,33139,700,0.0,-80.1354076837,25.7904887315,700.0
159,Morton Roofing,"Morton Roofing, Inc.",700 NE 42nd Street,Oakland Park,FL,33334.0,morton roofing,33334,700,0.0,-80.1377123804,26.1782357136,700.0
160,SUPER KING BUFFET,"SUPER KING BUFFET OF MIAMI, INC.",18690 NW 67th Avenue,Hialeah,FL,33015.0,super king buffet,33015,18690,12.0,-80.3070521387,25.9426380784,18690.0
161,Prop Print,"Ink, Incorporated",6306 Benjamin Road,Tampa,FL,33634.0,prop print,33634,6306,15.0,-82.5420255984,28.0070733825,6306.0
162,Marble Craft Design Inc,"Marble Craft Design, Inc.","425 Industrial St, Unit A",Lake Worth,FL,33461.0,marble craft design inc,33461,425,0.0,-80.0681400955,26.622899551,425.0
163,"M. K. Farms, Inc.","M. K. Farms, Inc.",115 Foxcraft Street,Saint Augustine,FL,32092.0,m k farms inc,32092,115,4.0,-81.5904087031,30.0289403552,115.0
164,Captain Brien Seafood & Raw Bar,"Captain Brien's Seafood & Roast Beef, Inc.",599 S. Collier Blvd,Marco Island,FL,34145.0,captain brien seafood & raw bar,34145,599,0.0,-81.7261851762,25.9203354463,599.0
165,Pelican Bay Country Club,Pelican Bay Golf and Country Club of Daytona,350 Pelican Bay Drive,New Smyrna Beach,FL,32168.0,pelican bay country club,32168,350,10.0,-81.0504747766,29.1621508034,350.0
166,Mi Pan,"VenFood Distributers, Inc.",15990 NW 49th Ave,Hialeah,FL,33014.0,mi pan,33014,15990,10.0,-80.2805783848,25.919300585,15990.0
167,"Master Carwash, L.L.C.","Master Carwash, L.L.C.",15180 Biscayne Blvd.,North Miami Beach,FL,33160.0,master carwash llc,33160,15180,0.0,-80.1539141516,25.9258733494,15180.0
168,MSGI Corporation,Multi-Services Group International,"1511 N. Westshore Blvd, Ste 420",Tampa,FL,33607.0,msgi corporation,33607,1511,14.0,-82.5240165561,27.9587629609,1500.0
169,In the Kitchen,"In the Kitchen, Inc.",1950 San Marco Blvd,Jacksonville,FL,32207.0,in the kitchen,32207,1950,0.0,-81.6556994234,30.304274059,1950.0
170,Joseph Horace Mathis,Joseph Horace Mathis,803 Savannnah,Branford,FL,32008.0,joseph horace mathis,32008,803,24.0,-82.9281084086,29.9649044766,803.0
171,Elma Kent,Elma Kent,201 Senter Street,Branford,FL,32008.0,elma kent,32008,201,19.0,-82.9285174436,29.9655941104,201.0
172,Emperors Gentleman's Club Inc.,Emperors Gentleman's Club Inc.,4923 West University Blvd,Jacksonville,FL,32216.0,emperors gentlemans club inc,32216,4923,6.0,-81.6152975369,30.2676755916,4900.0
173,SCD Marketing,SCD Marketing Inc.,"113 Concord St., Ste. A",Casselberry,FL,32707.0,scd marketing,32707,113,62.0,-81.3383580707,28.6741936969,18.0
174,Bats Taxi,"Bay Area Taxi Service, Inc",5201 Gulf Blvd,Saint Petersburg,FL,33706.0,bats taxi,33706,5201,10.0,-82.7413076368,27.7254212482,5201.0
175,Lakeland Ledger Publishing Corporation,Lakeland Ledger Publishing Corporation,300 W Lime Street,Lakeland,FL,33815.0,lakeland ledger publishing corporation,33815,300,0.0,-81.9592092269,28.0404167377,300.0
176,Fulton's Crab House,Levy World Limited Partnership,1670 Buena Vista Drive,Orlando,FL,32830.0,fultons crab house,32830,1670,10.0,-81.6729018713,28.837812696,1670.0
177,"Brevard Pools, Inc.","Brevard Pools, Inc.",128 6th Ave.,Indialantic,FL,32903.0,brevard pools inc,32903,128,0.0,-80.5671552814,28.090725106,128.0
178,Butrico Groves,Lee Bird,6065 Magnolia Street,Mims,FL,32754.0,butrico groves,32754,6065,0.0,-80.8733334729,28.7687901938,6065.0
179,CORAL SPRINGS #1 SUPER BUFFET INC,Coral Springs Super Buffet,2101  N. University Dr.,Coral Springs,FL,33071.0,coral springs #1 super buffet inc,33071,2101,0.0,-80.2507734798,26.2567292259,2101.0
180,"Prestige Custom Cabinets, LLC","Prestige Custom Cabinets, LLC",1468 N. Goldenrod Road,Orlando,FL,32807.0,prestige custom cabinets llc,32807,1468,17.0,-81.2860562333,28.5550419397,898.0
181,KMC Shell,KMC Shell Division LLC,"6601 Lyons Rd, Suite E7",Coconut Creek,FL,33073.0,kmc shell,33073,6601,0.0,-80.1865599669,26.3104255729,6601.0
182,Dragon Gourmet Buffet,"Dragon Gourmet Buffet, Inc.",1091 S. University Drive,Plantation,FL,33324.0,dragon gourmet buffet,33324,1091,0.0,-80.2502157358,26.1075526619,1091.0
183,"Popoca, Servando HP","Popoca, Servando HP","710 91 Mine Road, #5",Bartow,FL,33830.0,popoca servando hp,33830,710,8.0,-81.7957639247,27.9255852147,906.0
184,Mel's Diner Bonita Springs,"Karezi, Inc.",28601 Trails Edge Blvd,Bonita Springs,FL,34134.0,mels diner bonita springs,34134,28601,0.0,-81.8062778482,26.3207574279,28601.0
185,I.A.P. Worldwide Services Inc,"I.A.P. World Services, Inc.",7315 N Atlantic Avenue,Cape Canaveral,FL,32920.0,iap worldwide services inc,32920,7315,0.0,-80.6056937816,28.3841439947,7315.0
186,Right Guest Services,"Right Enterprises, Inc.","2740    S.  W.  Martin Downs Bvd., #255",Palm City,FL,34990.0,right guest services,34990,2740,15.0,-81.7619342485,28.0431618583,2740.0
187,"Upright Construction, Inc","Upright Construction, Inc",97012 Laffites Way,Yulee,FL,32097.0,upright construction inc,32097,97012,0.0,-81.5321999517,30.6783219629,97012.0
188,Sneaky Pete's Restaurant,"Sneaky Pete's Restaurant II, Inc.",5088 SEMINOLE PRATT WHITNEY RD,Loxahatchee,FL,33470.0,sneaky petes restaurant,33470,5088,9.0,-80.3073446433,26.7526554839,5088.0
189,"Mackail and Sterling CPAs amd Associates, PA",Mackail & Sterling CPAs & Associates,"636 U S Highway 1, Suite 118",North Palm Beach,FL,33408.0,mackail and sterling cpas amd associates pa,33408,636,22.0,-80.0532977208,26.7186289377,636.0
190,Chenega intergrated Systems LLC,"Chenega Intergrated System, LLC",4651 Salisbury Road  Suite 251,Jacksonville,FL,32256.0,chenega intergrated systems llc,32256,4651,0.0,-81.5888102598,30.2486683413,4651.0
191,Bared Mechanical,"The Bared Company of Miami, Inc",7841 NW 56th Street,Miami,FL,33126.0,bared mechanical,33126,7841,10.0,-80.2133161046,25.8270842666,1099.0
192,E MAN Atlantic LLC,E MAN Atlantic LLC,2040 S. Ridgewood Avenue,Daytona Beach,FL,32119.0,e man atlantic llc,32119,2040,12.0,-81.0024512235,29.1726908516,2040.0
193,Haagen-Dazs,"Nana's Sweets, LLC",8021 Citrus Park Town Center,Tampa,FL,33625.0,haagen-dazs,33625,8021,71.0,-82.5766121722,28.0662157291,8000.0
194,Too Jay's Original Goumet,Too Jay's Management Corp.,2880 University Dr,Coral Springs,FL,33065.0,too jays original goumet,33065,2880,2.0,-80.2501168363,26.2661398982,2880.0
195,Cemex,"Cemex, Inc.",445 Canaveral Groves Blvd.,Cocoa,FL,32926.0,cemex,32926,445,7.0,-80.7656840755,28.4321567338,445.0
196,Mel's Diner (Naples),"Mel's-Naples, Inc.",3650 TAMIAMI TRAIL NORTH,Naples,FL,34103.0,mels diner (naples),34103,3650,0.0,-81.799857277,26.1894574879,3650.0
197,Tilden Brake World,"J & L of the Palm Beaches, Inc.",905 Hypoluxo Road,Lake Worth,FL,33462.0,tilden brake world,33462,905,8.0,-80.0624209199,26.5722050169,905.0
198,Diary Queen Orange Julius,"Cool Treats, Inc",2200 E Fowler Avenue,Tampa,FL,33612.0,diary queen orange julius,33612,2200,0.0,-82.4345629728,28.0545872501,2200.0
199,Mirage Yachts,"Mirage Yacht, LLC",4365 NW 128 Street,Miami,FL,33054.0,mirage yachts,33054,4365,20.0,-80.2726696342,25.8903134212,4365.0
200,"Cintas, Inc.","Cintas, Inc.",7101 Parke East Blvd.,Tampa,FL,33610.0,cintas inc,33610,7101,17.0,-82.376148858,28.0006977531,7101.0
201,DCC LEE Enterprises dba McDonalds #33318,"DCC Lee Enterprises, Inc",10135 San Jose Blvd,Jacksonville,FL,32257.0,dcc lee enterprises dba mcdonalds #33318,32257,10135,0.0,-81.6241939308,30.1936940768,10135.0
202,DCC LEE Enterprises Inc dba McDonalds #35239,DCC LEE Enterprises Inc,235 East State Street,Jacksonville,FL,32202.0,dcc lee enterprises inc dba mcdonalds #35239,32202,235,2.0,-81.6607650446,30.3341124491,235.0
203,"Electronic Parts Unlimited, Inc.","Electronic parts Unlimited, Inc.",2629 US Hwy 19,Holiday,FL,34691.0,electronic parts unlimited inc,34691,2629,30.0,-82.7400118541,28.1967031766,2629.0
204,Latt Maxcy Corporation,The Latt Maxcy Corporation,181 Hwy. 630 East,Frostproof,FL,33843.0,latt maxcy corporation,33843,181,17.0,-81.5179092647,27.7574081781,181.0
205,Jani-King of Melbourne,Fahem Alam,1580 Fairlee Avenue NW,Melbourne,FL,32901.0,jani-king of melbourne,32901,1580,9.0,-80.7180245744,28.0376752032,1580.0
206,CVS Store  No.5815,"CVS/Pharmacy, Inc.",102 S Dale Mabry,Tampa,FL,33609.0,cvs store  no5815,33609,102,22.0,-87.2460954881,30.4138885414,102.0
207,J.W. Marriott,"MG Hospitality Services, Inc.",9090 S. Dadeland Blvd.,Miami,FL,33156.0,jw marriott,33156,9090,6.0,-80.3112856332,25.6881596292,9090.0
208,"RV Zone, The",The RV Zone,119 Wrecker Hwy,Auburndale,FL,33823.0,rv zone the,33823,119,86.0,-83.9915916931,30.4006022798,119.0
209,Rock N Roll Ribs,"Rock N Roll Ribs, Inc.",4651 State Road 7,Coral Springs,FL,33073.0,rock n roll ribs,33073,4651,46.0,-80.2020721534,26.2811748748,4399.0
210,Pizza Hut,"NPC International, Inc.",2316 N. Alexander St,Plant City,FL,33566.0,pizza hut,33566,2316,7.0,-82.1355399007,27.9902810649,2105.0
211,2 Stix Inc,"2 Stix, Inc.",4731 Bayou Blvd,Pensacola,FL,32503.0,2 stix inc,32503,4731,0.0,-87.2070253487,30.4698017103,4731.0
212,Onestop Jerk Center Restaurant,Onestop Jerk Center Restaurant,2108 N Howard Ave,Tampa,FL,33607.0,onestop jerk center restaurant,33607,2108,0.0,-82.4829809012,27.9601347403,2108.0
213,"Wherry Truck Lines, Inc.","Wherry Truck LInes, Inc.",5790 Country Lake Dr,Fort Myers,FL,33905.0,wherry truck lines inc,33905,5790,10.0,-81.7930507126,26.6589139956,5790.0
214,Nick's Tomato Pie,"Nick's Tomato Pie, Inc.",1697 W. Indiantown Road,Jupiter,FL,33458.0,nicks tomato pie,33458,1697,0.0,-80.1242754421,26.9342862652,1697.0
215,Rana Furniture Inc,Rana Furniture Inc,5891 SW 8th Street,Miami,FL,33144.0,rana furniture inc,33144,5891,0.0,-80.2911487288,25.7635627736,5891.0
216,City of Inverness,City of Inverness,212 W Main St,Inverness,FL,34450.0,city of inverness,34450,212,0.0,-82.3316100452,28.8356103049,212.0
217,FLC Gregory Lucas,Gregory Lucas,1207 Padgett Circle,Lady Lake,FL,32159.0,flc gregory lucas,32159,1207,0.0,-81.9123731254,28.8881310927,1207.0
218,Pronto Wash,Pronto Wash,2223 N. West Shore Blvd,Tampa,FL,33607.0,pronto wash,33607,2223,4.0,-82.523934684,27.9622866942,2200.0
219,Vanessa Williams,Vanessa Williams,423 C. Street,Lake Wales,FL,33853.0,vanessa williams,33853,423,10.0,-81.5926158404,27.9157743857,423.0
220,67th Ave Store d/b/a 7 Eleven,"67th Ave Store, Inc.",18714 NW 67 Ave,Hialeah,FL,33015.0,67th ave store d/b/a 7 eleven,33015,18714,20.0,-80.3070557063,25.9427074838,18714.0
221,The Thirsty Marlin,"Thirsty Marlin, Inc.",1023 Florida Ave,Palm Harbor,FL,34683.0,the thirsty marlin,34683,1023,0.0,-82.766979923,28.0780565982,1023.0
222,BT Restaurant,TJZ LLC,2507 S MacDill #B,Tampa,FL,33629.0,bt restaurant,33629,2507,45.0,-82.4936812108,27.9231258538,2507.0
223,Orange Field Citrus Inc.   AGER,Orangefield Citrus Inc.,7755 Starr Lake Road,Bartow,FL,33830.0,orange field citrus inc   ager,33830,7755,16.0,-81.7191340893,27.8752270549,7755.0
224,U.S. Postal Service,U.S. Posta Service,2200 NW 72 Avenue,Miami,FL,33152.0,us postal service,33152,2200,33.0,-80.3129547217,25.7938821297,2200.0
225,Burger King,Burger King,2301 E. Hallandale Beach Blvd,Hallandale,FL,33009.0,burger king,33009,2301,6.0,-80.126574416,25.9862929311,2301.0
226,"Alvarez Citrus, Inc. - FLC","Alvarez Citrus, Inc.",612 Catfish Creek Road,Lake Placid,FL,33852.0,alvarez citrus inc - flc,33852,612,8.0,-81.3844780065,27.2827717876,260.0
227,7-Eleven,Five Moons Inc,100 Palm Harbor Blvd,Palm Harbor,FL,34684.0,7-eleven,34684,100,84.0,-82.692643522,28.0962477083,100.0
228,Farm N 4 U,Farm N 4 U LLC,1505 Joe McIntosh Rd,Plant City,FL,33565.0,farm n 4 u,33565,1505,0.0,-82.123482119,28.0620095289,1505.0
229,"Mier, Rey-FLC","Mier, Rey",1109 Huss Rd,Wauchula,FL,33873.0,mier rey-flc,33873,1109,0.0,-81.8165933809,27.5338541813,1109.0
230,"Johnson Harvesting, Inc","Johnson Harvesting, Inc",320 N 6th Ave,Wauchula,FL,33873.0,johnson harvesting inc,33873,320,0.0,-81.8127961584,27.5531287686,320.0
231,"Paloma Harvesting, Inc FLC","Paloma Harvesting, Inc",217 West Oak St,Arcadia,FL,34266.0,paloma harvesting inc flc,34266,217,0.0,-81.8627097791,27.2161590112,217.0
232,"Ben Hill Griffin, Inc","Ben Hill Griffin, Inc",72 North Ave,Frostproof,FL,33843.0,ben hill griffin inc,33843,72,10.0,-81.5273397479,27.7317315302,900.0
233,Southeast Commercial Cleaning,Southeast Commercial Cleaning,2450 North Powerline Road,Pompano Beach,FL,33069.0,southeast commercial cleaning,33069,2450,0.0,-80.1516682345,26.2611448213,2450.0
234,JF Kicks,Sidelines Bar and Grille of Valrico,3345 Lithia Pinecrest Rd,Valrico,FL,33596.0,jf kicks,33596,3345,0.0,-82.2430184209,27.8928854209,3345.0
235,"McKenna Harvesting, Inc. - AGER","Mckenna Harvesting, Inc.",70 Mammoth Grove Rd.,Lake Wales,FL,33898.0,mckenna harvesting inc - ager,33898,70,10.0,-81.5529996094,27.9248361961,2200.0
236,"Merlo, Augustin","Merlo, Agustin HP",1567 Oak Avenue,Lake Placid,FL,33852.0,merlo augustin,33852,1567,0.0,-81.3378829222,27.3205216,1567.0
237,Excelsior Defense Inc.,"Excelsior Defense, Inc.",5201 Raymond St,Orlando,FL,32803.0,excelsior defense inc,32803,5201,0.0,-81.3220625448,28.5789875444,5201.0
238,"G & D Farms, Inc - HP","G & D Farms, Inc",100 Stearn Ave,Plant City,FL,33566.0,g & d farms inc - hp,33566,100,26.0,-82.1349867,28.0110553717,100.0
239,IFPA,International Fitness Professional Assoc. Inc,14509 University Point Place,Tampa,FL,33613.0,ifpa,33613,14509,10.0,-82.4151396764,28.0801516119,14509.0
240,Reilly Dairy & Food Co.,Reilly Dairy & Food Co.,6603 S. Trask St.,Tampa,FL,33681.0,reilly dairy & food co,33681,6603,2.0,-82.5226976583,27.870811646,6603.0
241,1st Stop Grocery,"1st Stop Grocery, Inc.",14113 US Hwy 98,Dade City,FL,33525.0,1st stop grocery,33525,14113,30.0,-82.1892045033,28.3632988791,14113.0
242,"Kinard, Janice HP","Kinard, Janice HP",5402 Bob Head Rd.,Plant City,FL,33565.0,kinard janice hp,33565,5402,0.0,-82.189071701,28.0543933094,5402.0
243,Vecky Bakery,"Dely Bakery, Inc.",17537 Pines Blvd,Pembroke Pines,FL,33029.0,vecky bakery,33029,17537,0.0,-80.3842915303,26.0078051239,17537.0
244,"Varn Citrus, Inc.","Varn Citrus, Inc.",12101 Orange Ave.,Fort Pierce,FL,34954.0,varn citrus inc,34954,12101,2.0,-80.44807,27.4475997231,12101.0
245,"Benesouthbeach, Inc",Sisley,"19575 Biscayne Blvd, S-1613",Miami,FL,33180.0,benesouthbeach inc,33180,19575,11.0,-80.1470215079,25.9574236953,19500.0
246,Fav's Italian Cucina,Fav's Italian Cucina Inc.,419 12th St W,Bradenton,FL,34205.0,favs italian cucina,34205,419,0.0,-82.5733475522,27.4964178545,419.0
247,Bayside Seafood,Bayside Burgers,500 US Hwy 98,Eastpoint,FL,32328.0,bayside seafood,32328,500,30.0,-84.8661501089,29.7437208424,500.0
248,Brighton Gardens of Tampa,"Sunrise Senior Living Services, Inc.",16702 N. Dale Mabry Highway,Tampa,FL,33618.0,brighton gardens of tampa,33618,16702,8.0,-82.5024844579,28.1107053608,16702.0
249,CubaMax,CubaMax,1187 W 37 Street,Hialeah,FL,33012.0,cubamax,33012,1187,20.0,-80.3063424898,25.8553363157,1187.0
250,Mi Casa Mexician Restaurant,"MI Casa Mexican Restaurant & Cantina, LLC",10283 Big Ben Road,Riverview,FL,33569.0,mi casa mexician restaurant,33569,10283,10.0,-82.3350921125,27.7918618462,10283.0
251,S. David & Company,S. David & Company,4856 Victor St.,Jacksonville,FL,32207.0,s david & company,32207,4856,0.0,-81.6306111836,30.2710524258,4856.0
252,Florida Roof-Tech Corp.,Florida Roof-Tech Corp.,2730 W. 78th Street,Hialeah,FL,33016.0,florida roof-tech corp,33016,2730,0.0,-80.3381132999,25.8932580514,2730.0
253,Inland Convenient Store,"Southwest Georgia Oil Company, Inc.",9160 Woodville Highway,Tallahassee,FL,32305.0,inland convenient store,32305,9160,10.0,-84.2481635506,30.316763911,9160.0
254,"New Harvest, Inc.","New Harvest, Inc.",7 Lykes Road,Lake Placid,FL,33852.0,new harvest inc,33852,7,0.0,-81.3862146209,27.3547906719,7.0
255,Hardee's of Bonifay,Geneva Enterprises LLC,2111 South Waukesha St.,Bonifay,FL,32425.0,hardees of bonifay,32425,2111,0.0,-85.6848402697,30.768137947,2111.0
256,McDonald's,"McDonald's U.S.A., L.L.C.",1876 Rockledge Blvd.,Melbourne,FL,32904.0,mcdonalds,32904,1876,10.0,-80.7196020469,28.3269161944,1876.0
257,A & J Farms,"A & J Farms, Inc.",32790 SW 197 Avenue,Homestead,FL,33030.0,a & j farms,33030,32790,20.0,-80.5097805921,25.4623657764,32790.0
258,"Marco Castaneda, FLC",Marco Castaneda,131 Cracker Swamp Rd,East Palatka,FL,32131.0,marco castaneda flc,32131,131,0.0,-81.584005224,29.6659514757,131.0
259,"Jose Felix Santander, FLC",Jose Felix Santander,85 Primrose Lane,Quincy,FL,32351.0,jose felix santander flc,32351,85,0.0,-84.6725546889,30.5767701828,85.0
260,"Rivera, Reynaldo FLC","Rivera, Reynaldo, FLC",1243 Polk Rd.,Wauchula,FL,33873.0,rivera reynaldo flc,33873,1243,8.0,-81.8169240654,27.5562057349,499.0
261,OHC Environmental,"OHC Environmental Engineering, Inc.",5118 N 56th St. #215,Tampa,FL,33610.0,ohc environmental,33610,5118,17.0,-82.3935945202,27.9927128934,5118.0
262,"Jose L. Garcia, FLC",Jose Luis Garcia,120 Hancock Street,Immokalee,FL,34142.0,jose l garcia flc,34142,120,0.0,-81.4274032276,26.4180818389,120.0
263,"Victor Villagomez, FLC",Victor Villagomez,5120 Lake Trafford Road,Immokalee,FL,34142.0,victor villagomez flc,34142,5120,0.0,-81.4755436182,26.4332357152,5120.0
